"state","city","svi"
"Paraíba","Guarabira",0.318
"Paraíba","Gurinhém",0.549
"Paraíba","Gurjão",0.382
"Paraíba","Ibiara",0.463
"Paraíba","Igaracy",0.372
"Paraíba","Imaculada",0.462
"Paraíba","Ingá",0.52
"Paraíba","Itabaiana",0.447
"Paraíba","Itaporanga",0.369
"Paraíba","Itapororoca",0.493
"Paraíba","Itatuba",0.529
"Paraíba","Jacaraú",0.513
"Paraíba","Jericó",0.373
"Paraíba","João Pessoa",0.286
"Paraíba","Juarez Távora",0.46
"Paraíba","Juazeirinho",0.447
"Paraíba","Junco do Seridó",0.41
"Paraíba","Juripiranga",0.538
"Paraíba","Juru",0.454
"Paraíba","Lagoa",0.504
"Paraíba","Lagoa Seca",0.415
"Paraíba","Lagoa de Dentro",0.52
"Paraíba","Lastro",0.511
"Paraíba","Livramento",0.497
"Paraíba","Logradouro",0.465
"Paraíba","Lucena",0.468
"Paraíba","Malta",0.372
"Paraíba","Mamanguape",0.462
"Paraíba","Manaíra",0.512
"Paraíba","Marcação",0.563
"Paraíba","Mari",0.477
"Paraíba","Marizópolis",0.384
"Paraíba","Massaranduba",0.485
"Paraíba","Mataraca",0.467
"Paraíba","Matinhas",0.499
"Paraíba","Mato Grosso",0.386
"Paraíba","Maturéia",0.463
"Paraíba","Mogeiro",0.574
"Paraíba","Montadas",0.491
"Paraíba","Monte Horebe",0.408
"Paraíba","Monteiro",0.384
"Paraíba","Mulungu",0.536
"Paraíba","Mãe D'Água",0.445
"Paraíba","Natuba",0.606
"Paraíba","Nazarezinho",0.409
"Paraíba","Nova Floresta",0.448
"Paraíba","Nova Olinda",0.413
"Paraíba","Nova Palmeira",0.401
"Paraíba","Olho D'Água",0.429
"Paraíba","Olivedos",0.414
"Paraíba","Ouro Velho",0.401
"Paraíba","Parari",0.352
"Paraíba","Passagem",0.406
"Paraíba","Patos",0.291
"Paraíba","Paulista",0.401
"Paraíba","Pedra Branca",0.396
"Paraíba","Pedra Lavrada",0.455
"Paraíba","Pedras de Fogo",0.442
"Paraíba","Pedro Régis",0.568
"Paraíba","Piancó",0.419
"Paraíba","Picuí",0.405
"Paraíba","Pilar",0.508
"Paraíba","Pilões",0.521
"Paraíba","Pilõezinhos",0.417
"Paraíba","Pirpirituba",0.446
"Paraíba","Pitimbu",0.538
"Paraíba","Pocinhos",0.481
"Paraíba","Pombal",0.364
"Paraíba","Poço Dantas",0.435
"Paraíba","Poço de José de Moura",0.321
"Paraíba","Prata",0.385
"Paraíba","Princesa Isabel",0.371
"Paraíba","Puxinanã",0.397
"Paraíba","Queimadas",0.391
"Paraíba","Quixabá",0.477
"Paraíba","Remígio",0.42
"Paraíba","Riacho de Santo Antônio",0.411
"Paraíba","Riacho dos Cavalos",0.446
"Paraíba","Riachão",0.458
"Paraíba","Riachão do Bacamarte",0.512
"Paraíba","Riachão do Poço",0.528
"Paraíba","Rio Tinto",0.505
"Paraíba","Salgadinho",0.552
"Paraíba","Salgado de São Félix",0.521
"Paraíba","Santa Cecília",0.53
"Paraíba","Santa Cruz",0.353
"Paraíba","Santa Helena",0.368
"Paraíba","Santa Inês",0.477
"Paraíba","Santa Luzia",0.355
"Paraíba","Santa Rita",0.444
"Paraíba","Santa Teresinha",0.33
"Paraíba","Santana de Mangueira",0.484
"Paraíba","Santana dos Garrotes",0.497
"Paraíba","Santarém",0.365
"Paraíba","Santo André",0.495
"Paraíba","Sapé",0.513
"Paraíba","Seridó",0.515
"Paraíba","Serra Branca",0.389
"Paraíba","Serra Grande",0.394
"Paraíba","Serra Redonda",0.507
"Paraíba","Serra da Raiz",0.456
"Paraíba","Serraria",0.519
"Paraíba","Sertãozinho",0.397
"Paraíba","Sobrado",0.47
"Paraíba","Soledade",0.38
"Paraíba","Solânea",0.47
"Paraíba","Sossêgo",0.455
"Paraíba","Sousa",0.356
"Paraíba","Sumé",0.39
"Paraíba","São Bentinho",0.373
"Paraíba","São Bento",0.357
"Paraíba","São Domingos",0.475
"Paraíba","São Domingos do Cariri",0.41
"Paraíba","São Francisco",0.361
"Paraíba","São José da Lagoa Tapada",0.499
"Paraíba","São José de Caiana",0.39
"Paraíba","São José de Espinharas",0.414
"Paraíba","São José de Piranhas",0.357
"Paraíba","São José de Princesa",0.486
"Paraíba","São José do Bonfim",0.446
"Paraíba","São José do Brejo do Cruz",0.492
"Paraíba","São José do Sabugi",0.28
"Paraíba","São José dos Cordeiros",0.434
"Paraíba","São José dos Ramos",0.545
"Paraíba","São João do Cariri",0.338
"Paraíba","São João do Rio do Peixe",0.372
"Paraíba","São João do Tigre",0.507
"Paraíba","São Mamede",0.351
"Paraíba","São Miguel de Taipu",0.551
"Paraíba","São Sebastião de Lagoa de Roça",0.548
"Paraíba","São Sebastião do Umbuzeiro",0.473
"Paraíba","Tacima",0.516
"Paraíba","Taperoá",0.468
"Paraíba","Tavares",0.457
"Paraíba","Teixeira",0.474
"Paraíba","Tenório",0.463
"Paraíba","Triunfo",0.351
"Paraíba","Uiraúna",0.37
"Paraíba","Umbuzeiro",0.576
"Paraíba","Vieirópolis",0.387
"Paraíba","Vista Serrana",0.402
"Paraíba","Várzea",0.251
"Paraíba","Zabelê",0.342
"Paraíba","Água Branca",0.429
"Pernambuco","Afogados da Ingazeira",0.406
"Pernambuco","Afrânio",0.474
"Pernambuco","Agrestina",0.435
"Pernambuco","Alagoinha",0.486
"Pernambuco","Aliança",0.554
"Pernambuco","Altinho",0.476
"Pernambuco","Amaraji",0.481
"Pernambuco","Angelim",0.506
"Pernambuco","Araripina",0.439
"Pernambuco","Arcoverde",0.355
"Pernambuco","Barra de Guabiraba",0.492
"Pernambuco","Barreiros",0.558
"Pernambuco","Belo Jardim",0.366
"Pernambuco","Belém de Maria",0.446
"Pernambuco","Belém do São Francisco",0.359
"Pernambuco","Betânia",0.519
"Pernambuco","Bezerros",0.435
"Pernambuco","Bodocó",0.489
"Pernambuco","Bom Conselho",0.558
"Pernambuco","Bom Jardim",0.471
"Pernambuco","Bonito",0.491
"Pernambuco","Brejinho",0.459
"Pernambuco","Brejo da Madre de Deus",0.469
"Pernambuco","Brejão",0.505
"Pernambuco","Buenos Aires",0.523
"Pernambuco","Buíque",0.585
"Pernambuco","Cabrobó",0.42
"Pernambuco","Cachoeirinha",0.423
"Pernambuco","Caetés",0.567
"Pernambuco","Calumbi",0.48
"Pernambuco","Calçado",0.487
"Pernambuco","Camocim de São Félix",0.415
"Pernambuco","Camutanga",0.475
"Pernambuco","Canhotinho",0.576
"Pernambuco","Capoeiras",0.527
"Pernambuco","Carnaubeira da Penha",0.457
"Pernambuco","Carnaíba",0.476
"Pernambuco","Carpina",0.385
"Pernambuco","Caruaru",0.31
"Pernambuco","Casinhas",0.543
"Pernambuco","Catende",0.483
"Pernambuco","Cedro",0.395
"Pernambuco","Chã Grande",0.449
"Pernambuco","Chã de Alegria",0.537
"Pernambuco","Condado",0.525
"Pernambuco","Correntes",0.493
"Pernambuco","Cortês",0.486
"Pernambuco","Cumaru",0.51
"Pernambuco","Cupira",0.438
"Pernambuco","Custódia",0.472
"Pernambuco","Dormentes",0.44
"Pernambuco","Escada",0.511
"Pernambuco","Exu",0.52
"Pernambuco","Feira Nova",0.412
"Pernambuco","Fernando de Noronha",0.104
"Pernambuco","Ferreiros",0.463
"Pernambuco","Flores",0.469
"Pernambuco","Floresta",0.501
"Pernambuco","Frei Miguelinho",0.491
"Pernambuco","Gameleira",0.492
"Pernambuco","Garanhuns",0.36
"Pernambuco","Glória do Goitá",0.485
"Pernambuco","Goiana",0.417
"Pernambuco","Granito",0.488
"Pernambuco","Gravatá",0.42
"Pernambuco","Iati",0.566
"Pernambuco","Ibimirim",0.55
"Pernambuco","Ibirajuba",0.491
"Pernambuco","Iguaraci",0.433
"Pernambuco","Inajá",0.656
"Pernambuco","Ingazeira",0.438
"Pernambuco","Ipubi",0.542
"Pernambuco","Itacuruba",0.471
"Pernambuco","Itambé",0.542
"Pernambuco","Itapetim",0.474
"Pernambuco","Itaquitinga",0.604
"Pernambuco","Itaíba",0.516
"Pernambuco","Jaqueira",0.609
"Pernambuco","Jataúba",0.507
"Pernambuco","Jatobá",0.401
"Pernambuco","Joaquim Nabuco",0.551
"Pernambuco","João Alfredo",0.482
"Pernambuco","Jucati",0.472
"Pernambuco","Jupi",0.471
"Pernambuco","Jurema",0.566
"Pernambuco","Lagoa Grande",0.428
"Pernambuco","Lagoa de Itaenga",0.495
"Pernambuco","Lagoa do Carro",0.471
"Pernambuco","Lagoa do Ouro",0.503
"Pernambuco","Lagoa dos Gatos",0.477
"Pernambuco","Lajedo",0.405
"Pernambuco","Limoeiro",0.397
"Pernambuco","Macaparana",0.427
"Pernambuco","Machados",0.497
"Pernambuco","Manari",0.613
"Pernambuco","Maraial",0.556
"Pernambuco","Mirandiba",0.508
"Pernambuco","Moreilândia",0.453
"Pernambuco","Nazaré da Mata",0.412
"Pernambuco","Orobó",0.47
"Pernambuco","Orocó",0.369
"Pernambuco","Ouricuri",0.509
"Pernambuco","Palmares",0.435
"Pernambuco","Palmeirina",0.488
"Pernambuco","Panelas",0.484
"Pernambuco","Paranatama",0.514
"Pernambuco","Parnamirim",0.442
"Pernambuco","Passira",0.485
"Pernambuco","Paudalho",0.543
"Pernambuco","Pedra",0.572
"Pernambuco","Pesqueira",0.435
"Pernambuco","Petrolina",0.321
"Pernambuco","Petrolândia",0.419
"Pernambuco","Pombos",0.407
"Pernambuco","Poção",0.6
"Pernambuco","Primavera",0.476
"Pernambuco","Quipapá",0.536
"Pernambuco","Quixaba",0.454
"Pernambuco","Riacho das Almas",0.486
"Pernambuco","Ribeirão",0.449
"Pernambuco","Rio Formoso",0.469
"Pernambuco","Sairé",0.419
"Pernambuco","Salgadinho",0.582
"Pernambuco","Salgueiro",0.355
"Pernambuco","Saloá",0.466
"Pernambuco","Sanharó",0.469
"Pernambuco","Santa Cruz",0.527
"Pernambuco","Santa Cruz da Baixa Verde",0.391
"Pernambuco","Santa Cruz do Capibaribe",0.313
"Pernambuco","Santa Filomena",0.479
"Pernambuco","Santa Maria da Boa Vista",0.428
"Pernambuco","Santa Maria do Cambucá",0.491
"Pernambuco","Santa Terezinha",0.518
"Pernambuco","Serra Talhada",0.384
"Pernambuco","Serrita",0.442
"Pernambuco","Sertânia",0.453
"Pernambuco","Sirinhaém",0.513
"Pernambuco","Solidão",0.479
"Pernambuco","Surubim",0.386
"Pernambuco","São Benedito do Sul",0.574
"Pernambuco","São Bento do Una",0.485
"Pernambuco","São Caitano",0.446
"Pernambuco","São Joaquim do Monte",0.5
"Pernambuco","São José da Coroa Grande",0.54
"Pernambuco","São José do Belmonte",0.453
"Pernambuco","São José do Egito",0.412
"Pernambuco","São João",0.526
"Pernambuco","São Vicente Ferrer",0.507
"Pernambuco","Tabira",0.44
"Pernambuco","Tacaimbó",0.462
"Pernambuco","Tacaratu",0.555
"Pernambuco","Tamandaré",0.483
"Pernambuco","Taquaritinga do Norte",0.385
"Pernambuco","Terezinha",0.485
"Pernambuco","Terra Nova",0.398
"Pernambuco","Timbaúba",0.413
"Pernambuco","Toritama",0.362
"Pernambuco","Tracunhaém",0.507
"Pernambuco","Trindade",0.463
"Pernambuco","Triunfo",0.331
"Pernambuco","Tupanatinga",0.62
"Pernambuco","Tuparetama",0.329
"Pernambuco","Venturosa",0.5
"Pernambuco","Verdejante",0.444
"Pernambuco","Vertente do Lério",0.495
"Pernambuco","Vertentes",0.469
"Pernambuco","Vicência",0.435
"Pernambuco","Vitória de Santo Antão",0.401
"Pernambuco","Xexéu",0.591
"Pernambuco","Água Preta",0.554
"Pernambuco","Águas Belas",0.589
"Pernambuco","Abreu E Lima",0.441
"Pernambuco","Araçoiaba",0.655
"Pernambuco","Cabo de Santo Agostinho",0.406
"Pernambuco","Camaragibe",0.415
"Pernambuco","Igarassu",0.467
"Pernambuco","Ilha de Itamaracá",0.486
"Pernambuco","Ipojuca",0.432
"Pernambuco","Itapissuma",0.499
"Pernambuco","Jaboatão dos Guararapes",0.415
"Pernambuco","Moreno",0.508
"Pernambuco","Olinda",0.353
"Pernambuco","Paulista",0.384
"Pernambuco","Recife",0.319
"Pernambuco","São Lourenço da Mata",0.511
"Piauí","Acauã",0.432
"Piauí","Agricolândia",0.536
"Piauí","Alagoinha do Piauí",0.428
"Piauí","Alegrete do Piauí",0.426
"Piauí","Alto Longá",0.413
"Piauí","Altos",0.506
"Piauí","Alvorada do Gurguéia",0.484
"Piauí","Amarante",0.48
"Piauí","Angical do Piauí",0.438
"Piauí","Antônio Almeida",0.38
"Piauí","Anísio de Abreu",0.451
"Piauí","Aroazes",0.528
"Piauí","Aroeiras do Itaim",0.447
"Piauí","Arraial",0.44
"Piauí","Assunção do Piauí",0.643
"Piauí","Avelino Lopes",0.548
"Piauí","Baixa Grande do Ribeiro",0.51
"Piauí","Barra D'Alcântara",0.421
"Piauí","Barras",0.436
"Piauí","Barreiras do Piauí",0.477
"Piauí","Barro Duro",0.437
"Piauí","Batalha",0.518
"Piauí","Bela Vista do Piauí",0.405
"Piauí","Belém do Piauí",0.513
"Piauí","Beneditinos",0.401
"Piauí","Bertolínia",0.513
"Piauí","Betânia do Piauí",0.597
"Piauí","Boa Hora",0.543
"Piauí","Bocaina",0.305
"Piauí","Bom Jesus",0.331
"Piauí","Bom Princípio do Piauí",0.432
"Piauí","Bonfim do Piauí",0.461
"Piauí","Boqueirão do Piauí",0.486
"Piauí","Brasileira",0.376
"Piauí","Brejo do Piauí",0.427
"Piauí","Buriti dos Lopes",0.515
"Piauí","Buriti dos Montes",0.437
"Piauí","Cabeceiras do Piauí",0.445
"Piauí","Cajazeiras do Piauí",0.412
"Piauí","Cajueiro da Praia",0.615
"Piauí","Caldeirão Grande do Piauí",0.507
"Piauí","Campinas do Piauí",0.379
"Piauí","Campo Alegre do Fidalgo",0.552
"Piauí","Campo Grande do Piauí",0.469
"Piauí","Campo Largo do Piauí",0.547
"Piauí","Campo Maior",0.344
"Piauí","Canavieira",0.552
"Piauí","Canto do Buriti",0.443
"Piauí","Capitão Gervásio Oliveira",0.485
"Piauí","Capitão de Campos",0.486
"Piauí","Caracol",0.556
"Piauí","Caraúbas do Piauí",0.517
"Piauí","Caridade do Piauí",0.546
"Piauí","Castelo do Piauí",0.43
"Piauí","Caxingó",0.463
"Piauí","Cocal",0.541
"Piauí","Cocal de Telha",0.502
"Piauí","Cocal dos Alves",0.539
"Piauí","Coivaras",0.543
"Piauí","Colônia do Gurguéia",0.487
"Piauí","Colônia do Piauí",0.39
"Piauí","Conceição do Canindé",0.435
"Piauí","Coronel José Dias",0.488
"Piauí","Corrente",0.399
"Piauí","Cristalândia do Piauí",0.445
"Piauí","Cristino Castro",0.511
"Piauí","Curimatá",0.423
"Piauí","Currais",0.548
"Piauí","Curral Novo do Piauí",0.49
"Piauí","Curralinhos",0.67
"Piauí","Demerval Lobão",0.445
"Piauí","Dirceu Arcoverde",0.465
"Piauí","Dom Expedito Lopes",0.381
"Piauí","Dom Inocêncio",0.492
"Piauí","Domingos Mourão",0.416
"Piauí","Elesbão Veloso",0.403
"Piauí","Eliseu Martins",0.386
"Piauí","Esperantina",0.418
"Piauí","Fartura do Piauí",0.535
"Piauí","Flores do Piauí",0.479
"Piauí","Floresta do Piauí",0.429
"Piauí","Floriano",0.284
"Piauí","Francinópolis",0.559
"Piauí","Francisco Ayres",0.35
"Piauí","Francisco Macedo",0.454
"Piauí","Francisco Santos",0.358
"Piauí","Fronteiras",0.442
"Piauí","Geminiano",0.444
"Piauí","Gilbués",0.531
"Piauí","Guadalupe",0.379
"Piauí","Guaribas",0.449
"Piauí","Hugo Napoleão",0.438
"Piauí","Ilha Grande",0.607
"Piauí","Inhuma",0.369
"Piauí","Ipiranga do Piauí",0.383
"Piauí","Isaías Coelho",0.525
"Piauí","Itainópolis",0.457
"Piauí","Itaueira",0.389
"Piauí","Jacobina do Piauí",0.555
"Piauí","Jaicós",0.574
"Piauí","Jardim do Mulato",0.416
"Piauí","Jatobá do Piauí",0.414
"Piauí","Jerumenha",0.517
"Piauí","Joaquim Pires",0.475
"Piauí","Joca Marques",0.55
"Piauí","José de Freitas",0.548
"Piauí","João Costa",0.561
"Piauí","Juazeiro do Piauí",0.503
"Piauí","Jurema",0.591
"Piauí","Júlio Borges",0.475
"Piauí","Lagoa Alegre",0.499
"Piauí","Lagoa de São Francisco",0.598
"Piauí","Lagoa do Barro do Piauí",0.682
"Piauí","Lagoa do Piauí",0.424
"Piauí","Lagoa do Sítio",0.52
"Piauí","Lagoinha do Piauí",0.355
"Piauí","Landri Sales",0.538
"Piauí","Luzilândia",0.49
"Piauí","Luís Correia",0.547
"Piauí","Madeiro",0.534
"Piauí","Manoel Emídio",0.441
"Piauí","Marcolândia",0.504
"Piauí","Marcos Parente",0.423
"Piauí","Massapê do Piauí",0.589
"Piauí","Matias Olímpio",0.508
"Piauí","Miguel Alves",0.601
"Piauí","Miguel Leão",0.461
"Piauí","Milton Brandão",0.492
"Piauí","Monsenhor Gil",0.462
"Piauí","Monsenhor Hipólito",0.433
"Piauí","Monte Alegre do Piauí",0.446
"Piauí","Morro Cabeça no Tempo",0.417
"Piauí","Morro do Chapéu do Piauí",0.425
"Piauí","Murici dos Portelas",0.511
"Piauí","Nazaré do Piauí",0.507
"Piauí","Nazária",0.522
"Piauí","Nossa Senhora de Nazaré",0.491
"Piauí","Nossa Senhora dos Remédios",0.531
"Piauí","Nova Santa Rita",0.378
"Piauí","Novo Oriente do Piauí",0.433
"Piauí","Novo Santo Antônio",0.398
"Piauí","Oeiras",0.38
"Piauí","Olho D'Água do Piauí",0.54
"Piauí","Padre Marcos",0.48
"Piauí","Paes Landim",0.426
"Piauí","Pajeú do Piauí",0.457
"Piauí","Palmeira do Piauí",0.497
"Piauí","Palmeirais",0.552
"Piauí","Paquetá",0.462
"Piauí","Parnaguá",0.536
"Piauí","Parnaíba",0.366
"Piauí","Passagem Franca do Piauí",0.457
"Piauí","Patos do Piauí",0.466
"Piauí","Pau D'Arco do Piauí",0.5
"Piauí","Paulistana",0.481
"Piauí","Pavussu",0.455
"Piauí","Pedro Ii",0.516
"Piauí","Pedro Laurentino",0.394
"Piauí","Picos",0.286
"Piauí","Pimenteiras",0.447
"Piauí","Pio Ix",0.465
"Piauí","Piracuruca",0.483
"Piauí","Piripiri",0.398
"Piauí","Porto",0.55
"Piauí","Porto Alegre do Piauí",0.431
"Piauí","Prata do Piauí",0.521
"Piauí","Queimada Nova",0.481
"Piauí","Redenção do Gurguéia",0.566
"Piauí","Regeneração",0.532
"Piauí","Riacho Frio",0.519
"Piauí","Ribeira do Piauí",0.499
"Piauí","Ribeiro Gonçalves",0.463
"Piauí","Rio Grande do Piauí",0.405
"Piauí","Santa Cruz do Piauí",0.358
"Piauí","Santa Cruz dos Milagres",0.433
"Piauí","Santa Filomena",0.545
"Piauí","Santa Luz",0.466
"Piauí","Santa Rosa do Piauí",0.427
"Piauí","Santana do Piauí",0.391
"Piauí","Santo Antônio de Lisboa",0.398
"Piauí","Santo Antônio dos Milagres",0.577
"Piauí","Santo Inácio do Piauí",0.433
"Piauí","Sebastião Barros",0.506
"Piauí","Sebastião Leal",0.526
"Piauí","Sigefredo Pacheco",0.426
"Piauí","Simplício Mendes",0.349
"Piauí","Simões",0.416
"Piauí","Socorro do Piauí",0.437
"Piauí","Sussuapara",0.391
"Piauí","São Braz do Piauí",0.479
"Piauí","São Francisco de Assis do Piauí",0.505
"Piauí","São Francisco do Piauí",0.414
"Piauí","São Félix do Piauí",0.321
"Piauí","São Gonçalo do Gurguéia",0.474
"Piauí","São Gonçalo do Piauí",0.411
"Piauí","São José do Divino",0.485
"Piauí","São José do Peixe",0.485
"Piauí","São José do Piauí",0.4
"Piauí","São João da Canabrava",0.401
"Piauí","São João da Fronteira",0.566
"Piauí","São João da Serra",0.464
"Piauí","São João da Varjota",0.499
"Piauí","São João do Arraial",0.524
"Piauí","São João do Piauí",0.403
"Piauí","São Julião",0.407
"Piauí","São Lourenço do Piauí",0.431
"Piauí","São Luis do Piauí",0.377
"Piauí","São Miguel da Baixa Grande",0.503
"Piauí","São Miguel do Fidalgo",0.512
"Piauí","São Miguel do Tapuio",0.458
"Piauí","São Pedro do Piauí",0.536
"Piauí","São Raimundo Nonato",0.433
"Piauí","Tamboril do Piauí",0.44
"Piauí","Tanque do Piauí",0.477
"Piauí","Teresina",0.287
"Piauí","União",0.511
"Piauí","Uruçuí",0.395
"Piauí","Valença do Piauí",0.366
"Piauí","Vera Mendes",0.522
"Piauí","Vila Nova do Piauí",0.439
"Piauí","Várzea Branca",0.455
"Piauí","Várzea Grande",0.389
"Piauí","Wall Ferraz",0.373
"Piauí","Água Branca",0.358
"Rio Grande do Norte","Acari",0.258
"Rio Grande do Norte","Afonso Bezerra",0.446
"Rio Grande do Norte","Alexandria",0.406
"Rio Grande do Norte","Almino Afonso",0.4
"Rio Grande do Norte","Alto do Rodrigues",0.319
"Rio Grande do Norte","Angicos",0.441
"Rio Grande do Norte","Antônio Martins",0.465
"Rio Grande do Norte","Apodi",0.358
"Rio Grande do Norte","Areia Branca",0.318
"Rio Grande do Norte","Arês",0.481
"Rio Grande do Norte","Augusto Severo",0.447
"Rio Grande do Norte","Açu",0.342
"Rio Grande do Norte","Baraúna",0.461
"Rio Grande do Norte","Barcelona",0.465
"Rio Grande do Norte","Baía Formosa",0.313
"Rio Grande do Norte","Bento Fernandes",0.445
"Rio Grande do Norte","Bodó",0.427
"Rio Grande do Norte","Bom Jesus",0.436
"Rio Grande do Norte","Brejinho",0.412
"Rio Grande do Norte","Caicó",0.248
"Rio Grande do Norte","Caiçara do Norte",0.509
"Rio Grande do Norte","Caiçara do Rio do Vento",0.409
"Rio Grande do Norte","Campo Redondo",0.458
"Rio Grande do Norte","Canguaretama",0.521
"Rio Grande do Norte","Caraúbas",0.434
"Rio Grande do Norte","Carnaubais",0.502
"Rio Grande do Norte","Carnaúba dos Dantas",0.256
"Rio Grande do Norte","Cerro Corá",0.464
"Rio Grande do Norte","Coronel Ezequiel",0.464
"Rio Grande do Norte","Coronel João Pessoa",0.406
"Rio Grande do Norte","Cruzeta",0.311
"Rio Grande do Norte","Currais Novos",0.294
"Rio Grande do Norte","Doutor Severiano",0.413
"Rio Grande do Norte","Encanto",0.404
"Rio Grande do Norte","Equador",0.407
"Rio Grande do Norte","Espírito Santo",0.552
"Rio Grande do Norte","Felipe Guerra",0.391
"Rio Grande do Norte","Fernando Pedroza",0.438
"Rio Grande do Norte","Florânia",0.35
"Rio Grande do Norte","Francisco Dantas",0.373
"Rio Grande do Norte","Frutuoso Gomes",0.4
"Rio Grande do Norte","Galinhos",0.5
"Rio Grande do Norte","Goianinha",0.375
"Rio Grande do Norte","Governador Dix-Sept Rosado",0.443
"Rio Grande do Norte","Grossos",0.339
"Rio Grande do Norte","Guamaré",0.419
"Rio Grande do Norte","Ielmo Marinho",0.536
"Rio Grande do Norte","Ipanguaçu",0.386
"Rio Grande do Norte","Ipueira",0.244
"Rio Grande do Norte","Itajá",0.311
"Rio Grande do Norte","Itaú",0.362
"Rio Grande do Norte","Jandaíra",0.514
"Rio Grande do Norte","Janduís",0.418
"Rio Grande do Norte","Januário Cicco",0.453
"Rio Grande do Norte","Japi",0.504
"Rio Grande do Norte","Jardim de Angicos",0.497
"Rio Grande do Norte","Jardim de Piranhas",0.334
"Rio Grande do Norte","Jardim do Seridó",0.255
"Rio Grande do Norte","Jaçanã",0.44
"Rio Grande do Norte","José da Penha",0.39
"Rio Grande do Norte","João Câmara",0.508
"Rio Grande do Norte","João Dias",0.518
"Rio Grande do Norte","Jucurutu",0.377
"Rio Grande do Norte","Jundiá",0.395
"Rio Grande do Norte","Lagoa D'Anta",0.438
"Rio Grande do Norte","Lagoa Nova",0.421
"Rio Grande do Norte","Lagoa Salgada",0.454
"Rio Grande do Norte","Lagoa de Pedras",0.459
"Rio Grande do Norte","Lagoa de Velhos",0.321
"Rio Grande do Norte","Lajes",0.446
"Rio Grande do Norte","Lajes Pintadas",0.438
"Rio Grande do Norte","Lucrécia",0.306
"Rio Grande do Norte","Luís Gomes",0.455
"Rio Grande do Norte","Macau",0.333
"Rio Grande do Norte","Major Sales",0.385
"Rio Grande do Norte","Marcelino Vieira",0.387
"Rio Grande do Norte","Martins",0.4
"Rio Grande do Norte","Messias Targino",0.363
"Rio Grande do Norte","Montanhas",0.478
"Rio Grande do Norte","Monte das Gameleiras",0.425
"Rio Grande do Norte","Mossoró",0.254
"Rio Grande do Norte","Nova Cruz",0.456
"Rio Grande do Norte","Olho-D'Água do Borges",0.446
"Rio Grande do Norte","Ouro Branco",0.305
"Rio Grande do Norte","Paraná",0.425
"Rio Grande do Norte","Parazinho",0.524
"Rio Grande do Norte","Paraú",0.419
"Rio Grande do Norte","Parelhas",0.307
"Rio Grande do Norte","Passa E Fica",0.414
"Rio Grande do Norte","Passagem",0.481
"Rio Grande do Norte","Patu",0.404
"Rio Grande do Norte","Pau dos Ferros",0.291
"Rio Grande do Norte","Pedra Grande",0.492
"Rio Grande do Norte","Pedra Preta",0.536
"Rio Grande do Norte","Pedro Avelino",0.469
"Rio Grande do Norte","Pedro Velho",0.512
"Rio Grande do Norte","Pendências",0.387
"Rio Grande do Norte","Pilões",0.391
"Rio Grande do Norte","Portalegre",0.435
"Rio Grande do Norte","Porto do Mangue",0.511
"Rio Grande do Norte","Poço Branco",0.487
"Rio Grande do Norte","Presidente Juscelino",0.509
"Rio Grande do Norte","Pureza",0.474
"Rio Grande do Norte","Rafael Fernandes",0.307
"Rio Grande do Norte","Rafael Godeiro",0.441
"Rio Grande do Norte","Riacho da Cruz",0.448
"Rio Grande do Norte","Riacho de Santana",0.399
"Rio Grande do Norte","Riachuelo",0.458
"Rio Grande do Norte","Rio do Fogo",0.406
"Rio Grande do Norte","Rodolfo Fernandes",0.389
"Rio Grande do Norte","Ruy Barbosa",0.488
"Rio Grande do Norte","Santa Cruz",0.399
"Rio Grande do Norte","Santa Maria",0.48
"Rio Grande do Norte","Santana do Matos",0.47
"Rio Grande do Norte","Santana do Seridó",0.297
"Rio Grande do Norte","Santo Antônio",0.443
"Rio Grande do Norte","Senador Elói de Souza",0.511
"Rio Grande do Norte","Senador Georgino Avelino",0.439
"Rio Grande do Norte","Serra Negra do Norte",0.309
"Rio Grande do Norte","Serra de São Bento",0.504
"Rio Grande do Norte","Serra do Mel",0.467
"Rio Grande do Norte","Serrinha",0.482
"Rio Grande do Norte","Serrinha dos Pintos",0.39
"Rio Grande do Norte","Severiano Melo",0.418
"Rio Grande do Norte","São Bento do Norte",0.443
"Rio Grande do Norte","São Bento do Trairí",0.417
"Rio Grande do Norte","São Fernando",0.368
"Rio Grande do Norte","São Francisco do Oeste",0.359
"Rio Grande do Norte","São José do Campestre",0.381
"Rio Grande do Norte","São José do Seridó",0.254
"Rio Grande do Norte","São João do Sabugi",0.32
"Rio Grande do Norte","São Miguel",0.437
"Rio Grande do Norte","São Miguel do Gostoso",0.517
"Rio Grande do Norte","São Paulo do Potengi",0.415
"Rio Grande do Norte","São Pedro",0.486
"Rio Grande do Norte","São Rafael",0.399
"Rio Grande do Norte","São Tomé",0.455
"Rio Grande do Norte","São Vicente",0.313
"Rio Grande do Norte","Sítio Novo",0.483
"Rio Grande do Norte","Taboleiro Grande",0.381
"Rio Grande do Norte","Taipu",0.49
"Rio Grande do Norte","Tangará",0.395
"Rio Grande do Norte","Tenente Ananias",0.422
"Rio Grande do Norte","Tenente Laurentino Cruz",0.386
"Rio Grande do Norte","Tibau",0.326
"Rio Grande do Norte","Tibau do Sul",0.344
"Rio Grande do Norte","Timbaúba dos Batistas",0.223
"Rio Grande do Norte","Touros",0.454
