"state","city","svi"
"Distrito Federal","Brasília",0.294
"Goiás","Acreúna",0.314
"Goiás","Adelândia",0.311
"Goiás","Aloândia",0.269
"Goiás","Alto Horizonte",0.195
"Goiás","Alto Paraíso de Goiás",0.322
"Goiás","Alvorada do Norte",0.388
"Goiás","Amaralina",0.362
"Goiás","Americano do Brasil",0.297
"Goiás","Amorinópolis",0.311
"Goiás","Anhanguera",0.159
"Goiás","Anicuns",0.244
"Goiás","Anápolis",0.24
"Goiás","Aparecida do Rio Doce",0.29
"Goiás","Aporé",0.358
"Goiás","Aragarças",0.259
"Goiás","Araguapaz",0.296
"Goiás","Araçu",0.342
"Goiás","Arenópolis",0.321
"Goiás","Aruanã",0.269
"Goiás","Aurilândia",0.314
"Goiás","Avelinópolis",0.287
"Goiás","Baliza",0.459
"Goiás","Barro Alto",0.246
"Goiás","Bom Jardim de Goiás",0.37
"Goiás","Bom Jesus de Goiás",0.327
"Goiás","Bonópolis",0.307
"Goiás","Britânia",0.292
"Goiás","Buriti Alegre",0.272
"Goiás","Buriti de Goiás",0.251
"Goiás","Buritinópolis",0.363
"Goiás","Cachoeira Alta",0.367
"Goiás","Cachoeira Dourada",0.271
"Goiás","Cachoeira de Goiás",0.25
"Goiás","Caiapônia",0.289
"Goiás","Caldas Novas",0.209
"Goiás","Campestre de Goiás",0.304
"Goiás","Campinaçu",0.332
"Goiás","Campinorte",0.267
"Goiás","Campo Alegre de Goiás",0.274
"Goiás","Campo Limpo de Goiás",0.311
"Goiás","Campos Belos",0.311
"Goiás","Campos Verdes",0.385
"Goiás","Carmo do Rio Verde",0.256
"Goiás","Castelândia",0.381
"Goiás","Catalão",0.209
"Goiás","Cavalcante",0.428
"Goiás","Caçu",0.215
"Goiás","Ceres",0.189
"Goiás","Cezarina",0.242
"Goiás","Chapadão do Céu",0.173
"Goiás","Colinas do Sul",0.317
"Goiás","Corumbaíba",0.262
"Goiás","Cristianópolis",0.196
"Goiás","Crixás",0.277
"Goiás","Cromínia",0.246
"Goiás","Cumari",0.173
"Goiás","Córrego do Ouro",0.188
"Goiás","Damianópolis",0.379
"Goiás","Damolândia",0.227
"Goiás","Davinópolis",0.294
"Goiás","Diorama",0.256
"Goiás","Divinópolis de Goiás",0.313
"Goiás","Doverlândia",0.305
"Goiás","Edealina",0.282
"Goiás","Edéia",0.276
"Goiás","Estrela do Norte",0.223
"Goiás","Faina",0.349
"Goiás","Fazenda Nova",0.298
"Goiás","Firminópolis",0.224
"Goiás","Flores de Goiás",0.482
"Goiás","Formoso",0.322
"Goiás","Gameleira de Goiás",0.225
"Goiás","Goiandira",0.228
"Goiás","Goianésia",0.287
"Goiás","Goiatuba",0.329
"Goiás","Goiás",0.299
"Goiás","Gouvelândia",0.35
"Goiás","Guarani de Goiás",0.401
"Goiás","Guaraíta",0.24
"Goiás","Guarinos",0.32
"Goiás","Heitoraí",0.357
"Goiás","Hidrolina",0.299
"Goiás","Iaciara",0.426
"Goiás","Inaciolândia",0.314
"Goiás","Indiara",0.282
"Goiás","Ipameri",0.278
"Goiás","Ipiranga de Goiás",0.292
"Goiás","Iporá",0.201
"Goiás","Israelândia",0.285
"Goiás","Itaberaí",0.253
"Goiás","Itaguari",0.317
"Goiás","Itaguaru",0.247
"Goiás","Itajá",0.244
"Goiás","Itapaci",0.326
"Goiás","Itapirapuã",0.321
"Goiás","Itapuranga",0.232
"Goiás","Itarumã",0.304
"Goiás","Itauçu",0.229
"Goiás","Itumbiara",0.211
"Goiás","Ivolândia",0.242
"Goiás","Jandaia",0.294
"Goiás","Jaraguá",0.259
"Goiás","Jataí",0.207
"Goiás","Jaupaci",0.248
"Goiás","Jesúpolis",0.303
"Goiás","Joviânia",0.364
"Goiás","Jussara",0.226
"Goiás","Lagoa Santa",0.173
"Goiás","Leopoldo de Bulhões",0.289
"Goiás","Mairipotaba",0.285
"Goiás","Mambaí",0.389
"Goiás","Mara Rosa",0.316
"Goiás","Marzagão",0.246
"Goiás","Matrinchã",0.294
"Goiás","Maurilândia",0.376
"Goiás","Minaçu",0.298
"Goiás","Mineiros",0.253
"Goiás","Moiporá",0.234
"Goiás","Monte Alegre de Goiás",0.47
"Goiás","Montes Claros de Goiás",0.275
"Goiás","Montividiu",0.191
"Goiás","Montividiu do Norte",0.377
"Goiás","Morrinhos",0.21
"Goiás","Morro Agudo de Goiás",0.306
"Goiás","Mossâmedes",0.222
"Goiás","Mozarlândia",0.276
"Goiás","Mundo Novo",0.381
"Goiás","Mutunópolis",0.313
"Goiás","Nazário",0.295
"Goiás","Niquelândia",0.266
"Goiás","Nova América",0.244
"Goiás","Nova Aurora",0.206
"Goiás","Nova Crixás",0.338
"Goiás","Nova Glória",0.346
"Goiás","Nova Iguaçu de Goiás",0.31
"Goiás","Nova Roma",0.303
"Goiás","Novo Brasil",0.267
"Goiás","Novo Planalto",0.423
"Goiás","Orizona",0.244
"Goiás","Ouro Verde de Goiás",0.229
"Goiás","Ouvidor",0.161
"Goiás","Palestina de Goiás",0.229
"Goiás","Palmeiras de Goiás",0.267
"Goiás","Palmelo",0.184
"Goiás","Palminópolis",0.221
"Goiás","Panamá",0.248
"Goiás","Paranaiguara",0.269
"Goiás","Paraúna",0.294
"Goiás","Perolândia",0.264
"Goiás","Petrolina de Goiás",0.235
"Goiás","Pilar de Goiás",0.331
"Goiás","Piracanjuba",0.29
"Goiás","Piranhas",0.252
"Goiás","Pires do Rio",0.203
"Goiás","Pontalina",0.345
"Goiás","Porangatu",0.258
"Goiás","Porteirão",0.232
"Goiás","Portelândia",0.295
"Goiás","Posse",0.405
"Goiás","Professor Jamil",0.297
"Goiás","Quirinópolis",0.234
"Goiás","Rialma",0.204
"Goiás","Rianápolis",0.239
"Goiás","Rio Quente",0.148
"Goiás","Rio Verde",0.224
"Goiás","Rubiataba",0.233
"Goiás","Sanclerlândia",0.248
"Goiás","Santa Bárbara de Goiás",0.274
"Goiás","Santa Cruz de Goiás",0.241
"Goiás","Santa Fé de Goiás",0.201
"Goiás","Santa Helena de Goiás",0.264
"Goiás","Santa Isabel",0.274
"Goiás","Santa Rita do Araguaia",0.265
"Goiás","Santa Rita do Novo Destino",0.317
"Goiás","Santa Rosa de Goiás",0.251
"Goiás","Santa Tereza de Goiás",0.35
"Goiás","Santa Terezinha de Goiás",0.305
"Goiás","Santo Antônio da Barra",0.283
"Goiás","Serranópolis",0.229
"Goiás","Silvânia",0.338
"Goiás","Simolândia",0.381
"Goiás","São Domingos",0.459
"Goiás","São Francisco de Goiás",0.275
"Goiás","São João D'Aliança",0.37
"Goiás","São João da Paraúna",0.182
"Goiás","São Luís de Montes Belos",0.199
"Goiás","São Luíz do Norte",0.298
"Goiás","São Miguel do Araguaia",0.319
"Goiás","São Miguel do Passa Quatro",0.203
"Goiás","São Patrício",0.212
"Goiás","São Simão",0.238
"Goiás","Sítio D'Abadia",0.338
"Goiás","Taquaral de Goiás",0.18
"Goiás","Teresina de Goiás",0.467
"Goiás","Trombas",0.339
"Goiás","Três Ranchos",0.14
"Goiás","Turvelândia",0.376
"Goiás","Turvânia",0.305
"Goiás","Uirapuru",0.296
"Goiás","Uruana",0.297
"Goiás","Uruaçu",0.263
"Goiás","Urutaí",0.31
"Goiás","Varjão",0.221
"Goiás","Vianópolis",0.271
"Goiás","Vicentinópolis",0.415
"Goiás","Vila Propício",0.281
"Goiás","Água Limpa",0.219
"Goiás","Abadiânia",0.251
"Goiás","Alexânia",0.304
"Goiás","Cabeceiras",0.302
"Goiás","Cidade Ocidental",0.36
"Goiás","Cocalzinho de Goiás",0.425
"Goiás","Corumbá de Goiás",0.35
"Goiás","Cristalina",0.347
"Goiás","Formosa",0.279
"Goiás","Luziânia",0.396
"Goiás","Mimoso de Goiás",0.312
"Goiás","Novo Gama",0.412
"Goiás","Padre Bernardo",0.424
"Goiás","Pirenópolis",0.26
"Goiás","Planaltina",0.405
"Goiás","Santo Antônio do Descoberto",0.425
"Goiás","Valparaíso de Goiás",0.326
"Goiás","Vila Boa",0.384
"Goiás","Água Fria de Goiás",0.37
"Goiás","Águas Lindas de Goiás",0.375
"Goiás","Abadia de Goiás",0.292
"Goiás","Aparecida de Goiânia",0.35
"Goiás","Aragoiânia",0.4
"Goiás","Bela Vista de Goiás",0.331
"Goiás","Bonfinópolis",0.359
"Goiás","Brazabrantes",0.287
"Goiás","Caldazinha",0.372
"Goiás","Caturaí",0.398
"Goiás","Goianira",0.349
"Goiás","Goianápolis",0.293
"Goiás","Goiânia",0.291
"Goiás","Guapó",0.334
"Goiás","Hidrolândia",0.268
"Goiás","Inhumas",0.233
"Goiás","Nerópolis",0.27
"Goiás","Nova Veneza",0.292
"Goiás","Santo Antônio de Goiás",0.337
"Goiás","Senador Canedo",0.367
"Goiás","Terezópolis de Goiás",0.338
"Goiás","Trindade",0.353
"Mato Grosso","Acorizal",0.398
"Mato Grosso","Alta Floresta",0.23
"Mato Grosso","Alto Araguaia",0.242
"Mato Grosso","Alto Boa Vista",0.367
"Mato Grosso","Alto Garças",0.252
"Mato Grosso","Alto Paraguai",0.479
"Mato Grosso","Alto Taquari",0.201
"Mato Grosso","Apiacás",0.292
"Mato Grosso","Araguaiana",0.258
"Mato Grosso","Araguainha",0.194
"Mato Grosso","Araputanga",0.243
"Mato Grosso","Arenápolis",0.34
"Mato Grosso","Aripuanã",0.342
"Mato Grosso","Barra do Bugres",0.295
"Mato Grosso","Barra do Garças",0.225
"Mato Grosso","Barão de Melgaço",0.442
"Mato Grosso","Bom Jesus do Araguaia",0.323
"Mato Grosso","Brasnorte",0.321
"Mato Grosso","Campinápolis",0.481
"Mato Grosso","Campo Novo do Parecis",0.195
"Mato Grosso","Campo Verde",0.211
"Mato Grosso","Campos de Júlio",0.223
"Mato Grosso","Canabrava do Norte",0.383
"Mato Grosso","Canarana",0.247
"Mato Grosso","Carlinda",0.312
"Mato Grosso","Castanheira",0.343
"Mato Grosso","Chapada dos Guimarães",0.348
"Mato Grosso","Cláudia",0.281
"Mato Grosso","Cocalinho",0.345
"Mato Grosso","Colniza",0.458
"Mato Grosso","Colíder",0.266
"Mato Grosso","Comodoro",0.307
"Mato Grosso","Confresa",0.383
"Mato Grosso","Conquista D'Oeste",0.369
"Mato Grosso","Cotriguaçu",0.436
"Mato Grosso","Curvelândia",0.295
"Mato Grosso","Cáceres",0.29
"Mato Grosso","Denise",0.252
"Mato Grosso","Diamantino",0.254
"Mato Grosso","Dom Aquino",0.337
"Mato Grosso","Feliz Natal",0.307
"Mato Grosso","Figueirópolis D'Oeste",0.28
"Mato Grosso","Gaúcha do Norte",0.368
"Mato Grosso","General Carneiro",0.374
"Mato Grosso","Glória D'Oeste",0.229
"Mato Grosso","Guarantã do Norte",0.279
"Mato Grosso","Guiratinga",0.233
"Mato Grosso","Indiavaí",0.262
"Mato Grosso","Ipiranga do Norte",0.201
"Mato Grosso","Itanhangá",0.261
"Mato Grosso","Itaúba",0.228
"Mato Grosso","Itiquira",0.246
"Mato Grosso","Jaciara",0.271
"Mato Grosso","Jangada",0.366
"Mato Grosso","Jauru",0.31
"Mato Grosso","Juara",0.291
"Mato Grosso","Juruena",0.299
"Mato Grosso","Juscimeira",0.35
"Mato Grosso","Juína",0.272
"Mato Grosso","Lambari D'Oeste",0.365
"Mato Grosso","Lucas do Rio Verde",0.196
"Mato Grosso","Luciara",0.316
"Mato Grosso","Marcelândia",0.335
"Mato Grosso","Matupá",0.261
"Mato Grosso","Mirassol D'Oeste",0.257
"Mato Grosso","Nobres",0.267
"Mato Grosso","Nortelândia",0.302
"Mato Grosso","Nova Bandeirantes",0.362
"Mato Grosso","Nova Brasilândia",0.321
"Mato Grosso","Nova Canaã do Norte",0.288
"Mato Grosso","Nova Guarita",0.305
"Mato Grosso","Nova Lacerda",0.378
"Mato Grosso","Nova Marilândia",0.362
"Mato Grosso","Nova Maringá",0.277
"Mato Grosso","Nova Monte Verde",0.257
"Mato Grosso","Nova Mutum",0.191
"Mato Grosso","Nova Nazaré",0.43
"Mato Grosso","Nova Olímpia",0.338
"Mato Grosso","Nova Santa Helena",0.301
"Mato Grosso","Nova Ubiratã",0.328
"Mato Grosso","Nova Xavantina",0.245
"Mato Grosso","Novo Horizonte do Norte",0.271
"Mato Grosso","Novo Mundo",0.272
"Mato Grosso","Novo Santo Antônio",0.491
"Mato Grosso","Novo São Joaquim",0.363
"Mato Grosso","Paranatinga",0.337
"Mato Grosso","Paranaíta",0.325
"Mato Grosso","Pedra Preta",0.24
"Mato Grosso","Peixoto de Azevedo",0.376
"Mato Grosso","Planalto da Serra",0.35
"Mato Grosso","Poconé",0.369
"Mato Grosso","Pontal do Araguaia",0.229
"Mato Grosso","Ponte Branca",0.295
"Mato Grosso","Pontes E Lacerda",0.25
"Mato Grosso","Porto Alegre do Norte",0.34
"Mato Grosso","Porto Esperidião",0.301
"Mato Grosso","Porto Estrela",0.387
"Mato Grosso","Porto dos Gaúchos",0.258
"Mato Grosso","Poxoréo",0.378
"Mato Grosso","Primavera do Leste",0.22
"Mato Grosso","Querência",0.305
"Mato Grosso","Reserva do Cabaçal",0.27
"Mato Grosso","Ribeirão Cascalheira",0.433
"Mato Grosso","Ribeirãozinho",0.231
"Mato Grosso","Rio Branco",0.32
"Mato Grosso","Rondolândia",0.377
"Mato Grosso","Rondonópolis",0.214
"Mato Grosso","Rosário Oeste",0.346
"Mato Grosso","Salto do Céu",0.337
"Mato Grosso","Santa Carmem",0.214
"Mato Grosso","Santa Cruz do Xingu",0.424
"Mato Grosso","Santa Rita do Trivelato",0.234
"Mato Grosso","Santa Terezinha",0.494
"Mato Grosso","Santo Afonso",0.346
"Mato Grosso","Santo Antônio do Leste",0.313
"Mato Grosso","Sapezal",0.252
"Mato Grosso","Serra Nova Dourada",0.323
"Mato Grosso","Sinop",0.201
"Mato Grosso","Sorriso",0.22
"Mato Grosso","São Félix do Araguaia",0.35
"Mato Grosso","São José do Povo",0.266
"Mato Grosso","São José do Rio Claro",0.305
"Mato Grosso","São José do Xingu",0.333
"Mato Grosso","São José dos Quatro Marcos",0.238
"Mato Grosso","São Pedro da Cipa",0.358
"Mato Grosso","Tabaporã",0.225
"Mato Grosso","Tangará da Serra",0.227
"Mato Grosso","Tapurah",0.225
"Mato Grosso","Terra Nova do Norte",0.3
"Mato Grosso","Tesouro",0.353
"Mato Grosso","Torixoréu",0.278
"Mato Grosso","União do Sul",0.292
"Mato Grosso","Vale de São Domingos",0.274
"Mato Grosso","Vera",0.213
"Mato Grosso","Vila Bela da Santíssima Trindade",0.4
"Mato Grosso","Vila Rica",0.397
"Mato Grosso","Água Boa",0.225
"Mato Grosso","Cuiabá",0.261
"Mato Grosso","Nossa Senhora do Livramento",0.505
"Mato Grosso","Santo Antônio do Leverger",0.351
"Mato Grosso","Várzea Grande",0.318
"Mato Grosso do Sul","Alcinópolis",0.227
"Mato Grosso do Sul","Amambai",0.375
"Mato Grosso do Sul","Anastácio",0.315
"Mato Grosso do Sul","Anaurilândia",0.294
"Mato Grosso do Sul","Angélica",0.338
"Mato Grosso do Sul","Antônio João",0.397
"Mato Grosso do Sul","Aparecida do Taboado",0.27
"Mato Grosso do Sul","Aquidauana",0.329
"Mato Grosso do Sul","Aral Moreira",0.375
"Mato Grosso do Sul","Bandeirantes",0.306
"Mato Grosso do Sul","Bataguassu",0.271
"Mato Grosso do Sul","Batayporã",0.306
"Mato Grosso do Sul","Bela Vista",0.377
"Mato Grosso do Sul","Bodoquena",0.281
"Mato Grosso do Sul","Bonito",0.263
"Mato Grosso do Sul","Brasilândia",0.327
"Mato Grosso do Sul","Caarapó",0.456
"Mato Grosso do Sul","Camapuã",0.266
"Mato Grosso do Sul","Campo Grande",0.27
"Mato Grosso do Sul","Caracol",0.272
"Mato Grosso do Sul","Cassilândia",0.221
"Mato Grosso do Sul","Chapadão do Sul",0.195
"Mato Grosso do Sul","Corguinho",0.27
"Mato Grosso do Sul","Coronel Sapucaia",0.485
"Mato Grosso do Sul","Corumbá",0.328
"Mato Grosso do Sul","Costa Rica",0.257
"Mato Grosso do Sul","Coxim",0.265
"Mato Grosso do Sul","Deodápolis",0.34
"Mato Grosso do Sul","Dois Irmãos do Buriti",0.359
"Mato Grosso do Sul","Douradina",0.369
"Mato Grosso do Sul","Dourados",0.236
"Mato Grosso do Sul","Eldorado",0.378
"Mato Grosso do Sul","Figueirão",0.28
"Mato Grosso do Sul","Fátima do Sul",0.253
"Mato Grosso do Sul","Glória de Dourados",0.279
"Mato Grosso do Sul","Guia Lopes da Laguna",0.319
"Mato Grosso do Sul","Iguatemi",0.313
"Mato Grosso do Sul","Inocência",0.248
"Mato Grosso do Sul","Itaporã",0.452
"Mato Grosso do Sul","Itaquiraí",0.37
"Mato Grosso do Sul","Ivinhema",0.264
"Mato Grosso do Sul","Japorã",0.601
"Mato Grosso do Sul","Jaraguari",0.305
"Mato Grosso do Sul","Jardim",0.246
"Mato Grosso do Sul","Jateí",0.287
"Mato Grosso do Sul","Juti",0.404
"Mato Grosso do Sul","Ladário",0.359
"Mato Grosso do Sul","Laguna Carapã",0.358
"Mato Grosso do Sul","Maracaju",0.261
"Mato Grosso do Sul","Miranda",0.422
"Mato Grosso do Sul","Mundo Novo",0.28
"Mato Grosso do Sul","Naviraí",0.265
"Mato Grosso do Sul","Nioaque",0.432
"Mato Grosso do Sul","Nova Alvorada do Sul",0.308
"Mato Grosso do Sul","Nova Andradina",0.236
"Mato Grosso do Sul","Novo Horizonte do Sul",0.376
"Mato Grosso do Sul","Paranaíba",0.254
"Mato Grosso do Sul","Paranhos",0.451
"Mato Grosso do Sul","Pedro Gomes",0.29
"Mato Grosso do Sul","Ponta Porã",0.322
"Mato Grosso do Sul","Porto Murtinho",0.317
"Mato Grosso do Sul","Ribas do Rio Pardo",0.351
"Mato Grosso do Sul","Rio Brilhante",0.336
"Mato Grosso do Sul","Rio Negro",0.287
"Mato Grosso do Sul","Rio Verde de Mato Grosso",0.327
"Mato Grosso do Sul","Rochedo",0.3
"Mato Grosso do Sul","Santa Rita do Pardo",0.401
"Mato Grosso do Sul","Selvíria",0.356
"Mato Grosso do Sul","Sete Quedas",0.396
"Mato Grosso do Sul","Sidrolândia",0.329
"Mato Grosso do Sul","Sonora",0.273
"Mato Grosso do Sul","São Gabriel do Oeste",0.166
"Mato Grosso do Sul","Tacuru",0.521
"Mato Grosso do Sul","Taquarussu",0.388
"Mato Grosso do Sul","Terenos",0.318
"Mato Grosso do Sul","Três Lagoas",0.218
"Mato Grosso do Sul","Vicentina",0.316
"Mato Grosso do Sul","Água Clara",0.346
"Alagoas","Anadia",0.516
"Alagoas","Arapiraca",0.371
"Alagoas","Atalaia",0.599
"Alagoas","Batalha",0.494
"Alagoas","Belo Monte",0.509
"Alagoas","Belém",0.526
"Alagoas","Boca da Mata",0.497
"Alagoas","Branquinha",0.623
"Alagoas","Cacimbinhas",0.598
"Alagoas","Cajueiro",0.575
"Alagoas","Campestre",0.555
"Alagoas","Campo Alegre",0.515
"Alagoas","Campo Grande",0.518
"Alagoas","Canapi",0.599
"Alagoas","Capela",0.477
"Alagoas","Carneiros",0.604
"Alagoas","Chã Preta",0.465
"Alagoas","Coité do Nóia",0.53
"Alagoas","Colônia Leopoldina",0.548
"Alagoas","Coruripe",0.439
"Alagoas","Craíbas",0.525
"Alagoas","Delmiro Gouveia",0.416
"Alagoas","Dois Riachos",0.511
"Alagoas","Estrela de Alagoas",0.557
"Alagoas","Feira Grande",0.495
"Alagoas","Feliz Deserto",0.569
"Alagoas","Flexeiras",0.579
"Alagoas","Girau do Ponciano",0.584
"Alagoas","Ibateguara",0.587
"Alagoas","Igaci",0.54
"Alagoas","Igreja Nova",0.468
"Alagoas","Inhapi",0.678
"Alagoas","Jacaré dos Homens",0.437
"Alagoas","Jacuípe",0.553
"Alagoas","Japaratinga",0.558
"Alagoas","Jaramataia",0.497
"Alagoas","Jequiá da Praia",0.518
"Alagoas","Joaquim Gomes",0.587
"Alagoas","Jundiá",0.593
"Alagoas","Junqueiro",0.459
"Alagoas","Lagoa da Canoa",0.49
"Alagoas","Limoeiro de Anadia",0.524
"Alagoas","Major Isidoro",0.553
"Alagoas","Mar Vermelho",0.416
"Alagoas","Maragogi",0.459
"Alagoas","Maravilha",0.53
"Alagoas","Maribondo",0.439
"Alagoas","Mata Grande",0.558
"Alagoas","Matriz de Camaragibe",0.577
"Alagoas","Minador do Negrão",0.533
"Alagoas","Monteirópolis",0.551
"Alagoas","Murici",0.592
"Alagoas","Novo Lino",0.64
"Alagoas","Olho D'Água Grande",0.583
"Alagoas","Olho D'Água das Flores",0.459
"Alagoas","Olho D'Água do Casado",0.52
"Alagoas","Olivença",0.57
"Alagoas","Ouro Branco",0.569
"Alagoas","Palestina",0.479
"Alagoas","Palmeira dos Índios",0.443
"Alagoas","Pariconha",0.51
"Alagoas","Passo de Camaragibe",0.558
"Alagoas","Paulo Jacinto",0.499
"Alagoas","Penedo",0.408
"Alagoas","Piaçabuçu",0.481
"Alagoas","Pindoba",0.452
"Alagoas","Piranhas",0.508
"Alagoas","Porto Calvo",0.491
"Alagoas","Porto Real do Colégio",0.524
"Alagoas","Porto de Pedras",0.556
"Alagoas","Poço das Trincheiras",0.59
"Alagoas","Pão de Açúcar",0.477
"Alagoas","Quebrangulo",0.455
"Alagoas","Roteiro",0.633
"Alagoas","Santana do Ipanema",0.467
"Alagoas","Santana do Mundaú",0.554
"Alagoas","Senador Rui Palmeira",0.55
"Alagoas","São Brás",0.489
"Alagoas","São José da Laje",0.558
"Alagoas","São José da Tapera",0.579
"Alagoas","São Luís do Quitunde",0.617
"Alagoas","São Miguel dos Milagres",0.519
"Alagoas","São Sebastião",0.552
"Alagoas","Tanque D'Arca",0.527
"Alagoas","Taquarana",0.545
"Alagoas","Teotônio Vilela",0.516
"Alagoas","Traipu",0.612
"Alagoas","União dos Palmares",0.452
"Alagoas","Viçosa",0.492
"Alagoas","Água Branca",0.568
"Alagoas","Barra de Santo Antônio",0.55
"Alagoas","Barra de São Miguel",0.339
"Alagoas","Coqueiro Seco",0.53
"Alagoas","Maceió",0.392
"Alagoas","Marechal Deodoro",0.408
"Alagoas","Messias",0.53
"Alagoas","Paripueira",0.467
"Alagoas","Pilar",0.443
"Alagoas","Rio Largo",0.497
"Alagoas","Santa Luzia do Norte",0.477
"Alagoas","Satuba",0.352
"Alagoas","São Miguel dos Campos",0.405
"Bahia","Abaré",0.51
"Bahia","Abaíra",0.409
"Bahia","Acajutiba",0.539
"Bahia","Adustina",0.531
"Bahia","Aiquara",0.429
"Bahia","Alagoinhas",0.328
"Bahia","Alcobaça",0.48
"Bahia","Almadina",0.492
"Bahia","Amargosa",0.385
"Bahia","Amélia Rodrigues",0.385
"Bahia","América Dourada",0.574
"Bahia","Anagé",0.523
"Bahia","Andaraí",0.636
"Bahia","Andorinha",0.463
"Bahia","Angical",0.392
"Bahia","Anguera",0.452
"Bahia","Antas",0.428
"Bahia","Antônio Cardoso",0.471
"Bahia","Antônio Gonçalves",0.391
"Bahia","Aporá",0.523
"Bahia","Apuarema",0.511
"Bahia","Aracatu",0.432
"Bahia","Araci",0.525
"Bahia","Aramari",0.539
"Bahia","Arataca",0.536
"Bahia","Aratuípe",0.466
"Bahia","Araças",0.494
"Bahia","Aurelino Leal",0.48
"Bahia","Baianópolis",0.451
"Bahia","Baixa Grande",0.49
"Bahia","Banzaê",0.41
"Bahia","Barra",0.481
"Bahia","Barra da Estiva",0.399
"Bahia","Barra do Choça",0.435
"Bahia","Barra do Mendes",0.426
"Bahia","Barra do Rocha",0.452
"Bahia","Barreiras",0.273
"Bahia","Barro Alto",0.436
"Bahia","Barro Preto",0.526
"Bahia","Barrocas",0.416
"Bahia","Belmonte",0.517
"Bahia","Belo Campo",0.456
"Bahia","Biritinga",0.538
"Bahia","Boa Nova",0.542
"Bahia","Boa Vista do Tupim",0.633
"Bahia","Bom Jesus da Lapa",0.441
"Bahia","Bom Jesus da Serra",0.529
"Bahia","Boninal",0.442
"Bahia","Bonito",0.485
"Bahia","Boquira",0.466
"Bahia","Botuporã",0.472
"Bahia","Brejolândia",0.539
"Bahia","Brejões",0.511
"Bahia","Brotas de Macaúbas",0.476
"Bahia","Brumado",0.347
"Bahia","Buerarema",0.457
"Bahia","Buritirama",0.469
"Bahia","Caatiba",0.392
"Bahia","Cabaceiras do Paraguaçu",0.518
"Bahia","Cachoeira",0.417
"Bahia","Caculé",0.336
"Bahia","Caetanos",0.511
"Bahia","Caetité",0.36
"Bahia","Cafarnaum",0.432
"Bahia","Cairu",0.387
"Bahia","Caldeirão Grande",0.485
"Bahia","Camacan",0.487
"Bahia","Camamu",0.498
"Bahia","Campo Alegre de Lourdes",0.569
"Bahia","Campo Formoso",0.501
"Bahia","Canarana",0.419
"Bahia","Canavieiras",0.465
"Bahia","Candeal",0.476
"Bahia","Candiba",0.374
"Bahia","Cansanção",0.536
"Bahia","Canudos",0.492
"Bahia","Canápolis",0.468
"Bahia","Capela do Alto Alegre",0.455
"Bahia","Capim Grosso",0.379
"Bahia","Caravelas",0.53
"Bahia","Caraíbas",0.487
"Bahia","Cardeal da Silva",0.558
"Bahia","Carinhanha",0.515
"Bahia","Casa Nova",0.467
"Bahia","Castro Alves",0.426
"Bahia","Catolândia",0.405
"Bahia","Catu",0.349
"Bahia","Caturama",0.416
"Bahia","Caém",0.496
"Bahia","Central",0.436
"Bahia","Chorrochó",0.533
"Bahia","Cipó",0.408
"Bahia","Coaraci",0.422
"Bahia","Cocos",0.435
"Bahia","Conceição da Feira",0.436
"Bahia","Conceição do Almeida",0.493
"Bahia","Conceição do Coité",0.398
"Bahia","Conceição do Jacuípe",0.394
"Bahia","Conde",0.496
"Bahia","Condeúba",0.428
"Bahia","Contendas do Sincorá",0.434
"Bahia","Coração de Maria",0.477
"Bahia","Cordeiros",0.396
"Bahia","Coribe",0.459
"Bahia","Coronel João Sá",0.488
"Bahia","Correntina",0.409
"Bahia","Cotegipe",0.497
"Bahia","Cravolândia",0.454
"Bahia","Cristópolis",0.426
"Bahia","Crisópolis",0.526
"Bahia","Cruz das Almas",0.336
"Bahia","Curaçá",0.461
"Bahia","Cândido Sales",0.461
"Bahia","Cícero Dantas",0.464
"Bahia","Dom Basílio",0.377
"Bahia","Dom Macedo Costa",0.383
"Bahia","Dário Meira",0.586
"Bahia","Elísio Medrado",0.358
"Bahia","Encruzilhada",0.523
"Bahia","Entre Rios",0.464
"Bahia","Esplanada",0.458
"Bahia","Euclides da Cunha",0.47
"Bahia","Eunápolis",0.357
"Bahia","Feira da Mata",0.432
"Bahia","Feira de Santana",0.336
"Bahia","Filadélfia",0.506
"Bahia","Firmino Alves",0.406
"Bahia","Floresta Azul",0.496
"Bahia","Formosa do Rio Preto",0.443
"Bahia","Fátima",0.452
"Bahia","Gandu",0.427
"Bahia","Gavião",0.367
"Bahia","Gentio do Ouro",0.507
"Bahia","Glória",0.462
"Bahia","Gongogi",0.493
"Bahia","Governador Mangabeira",0.45
"Bahia","Guajeru",0.454
"Bahia","Guanambi",0.31
"Bahia","Guaratinga",0.531
"Bahia","Heliópolis",0.444
"Bahia","Iaçu",0.497
"Bahia","Ibiassucê",0.367
"Bahia","Ibicaraí",0.413
"Bahia","Ibicoara",0.459
"Bahia","Ibicuí",0.457
"Bahia","Ibipeba",0.473
"Bahia","Ibipitanga",0.476
"Bahia","Ibiquera",0.572
"Bahia","Ibirapitanga",0.541
"Bahia","Ibirapuã",0.415
"Bahia","Ibirataia",0.436
"Bahia","Ibitiara",0.437
"Bahia","Ibititá",0.407
"Bahia","Ibotirama",0.378
"Bahia","Ichu",0.352
"Bahia","Igaporã",0.409
"Bahia","Igrapiúna",0.506
"Bahia","Iguaí",0.483
